English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"Which one is the equation of the straight line perpendicular to the straight line of slope \frac{2}{3} and passing through the point (-1, 0)?","\frac{2}{3} ঢালবিশিষ্ট সরলরেখার উপর লম্ব এবং (-1, 0) বিন্দুগামী সরলরেখার সমীকরণ কোনটি?",3x - 2y + 3 = 0,3x + 2y + 3 = 0,2x - 3y + 2 = 0,2x - 3y - 2 = 0,3x - 2y + 3 = 0,3x + 2y + 3 = 0,2x - 3y + 2 = 0,2x - 3y - 2 = 0,b
What is the value of \lim_{x \to \infty} \frac{-x}{\sqrt{x^{2} + 3x + 4}}?,\lim_{x \to \infty} \frac{-x}{\sqrt{x^{2} + 3x + 4}} এর মান কত?,- \infty,\text{-1},1,4,- \infty,\text{-1},1,4,b
\lim_{x \to -\frac{\pi}{2}} \frac{sin2x}{cosx},\lim_{x \to -\frac{\pi}{2}} \frac{sin2x}{cosx} = কত?,\text{-2},0,2,\infty,\text{-2},0,2,\infty,a
\frac{d}{dx} (x^{-9}) = ?,\frac{d}{dx} (x^{-9}) = কত?,- 9x^{-8},- \frac{1}{9} x^{-10},- 9x^{-10},- \frac{1}{8}x^{-8},- 9x^{-8},- \frac{1}{9} x^{-10},- 9x^{-10},- \frac{1}{8}x^{-8},c
\frac{d}{dx} (cot(2\sqrt{x})) = ?,\frac{d}{dx} (cot(2\sqrt{x})) = কত?,\frac{-cosec^{2}(2\sqrt{x})}{2\sqrt{x}},\frac{-cosec^{2}(2\sqrt{x})}{\sqrt{x}},-cosec^{2}(2\sqrt{x}),\frac{cosec^{2}(2\sqrt{x})}{2\sqrt{x}},\frac{-cosec^{2}(2\sqrt{x})}{2\sqrt{x}},\frac{-cosec^{2}(2\sqrt{x})}{\sqrt{x}},-cosec^{2}(2\sqrt{x}),\frac{cosec^{2}(2\sqrt{x})}{2\sqrt{x}},b
\frac{d}{dx} (log_{5}x) = ?,\frac{d}{dx} (log_{5}x) = কত?,\frac{1}{x},\frac{1}{x}log_{e}5,\frac{1}{5 lnx},\frac{1}{x ln5},\frac{1}{x},\frac{1}{x}log_{e}5,\frac{1}{5 lnx},\frac{1}{x ln5},d
\int sin \left ( 10 - \frac{x}{5} \right ) dx = ?,\int sin \left ( 10 - \frac{x}{5} \right ) dx = কত?,5cos \left ( 10 - \frac{x}{5} \right ) + c,- 5cos \left ( 10 - \frac{x}{5} \right ) + c,- \frac{1}{5}cos \left ( 10 - \frac{x}{5} \right ) + c,\frac{1}{5}cos \left ( 10 - \frac{x}{5} \right ) + c,5cos \left ( 10 - \frac{x}{5} \right ) + c,- 5cos \left ( 10 - \frac{x}{5} \right ) + c,- \frac{1}{5}cos \left ( 10 - \frac{x}{5} \right ) + c,\frac{1}{5}cos \left ( 10 - \frac{x}{5} \right ) + c,a
\frac{d}{dx} (10^{x}) = ?,\frac{d}{dx} (10^{x}) = কত?,x10^{x-1},10^{x}ln10,10{x}ln10^{x},xln10^{x},x10^{x-1},10^{x}ln10,10{x}ln10^{x},xln10^{x},b
\int_{0}^{\frac{\pi}{4}} cos2x dx = ?,\int_{0}^{\frac{\pi}{4}} cos2x dx এর মান কত?,\text{-1},- \frac{1}{2},\frac{1}{2},1,\text{-1},- \frac{1}{2},\frac{1}{2},1,c
\int_{0}^{1} e^{-2x}dx = ?,\int_{0}^{1} e^{-2x}dx এর মান কোনটি?,2(1 - e^{-2}),2(e^{-2} - 1),\frac{1}{2} (e^{-2} - 1),\frac{1}{2}(1 - e^{-2}),2(1 - e^{-2}),2(e^{-2} - 1),\frac{1}{2} (e^{-2} - 1),\frac{1}{2}(1 - e^{-2}),d
"\frac{x^{2}}{16} + \frac{y^{2}}{25} = 1, the area of the ellipse = ?",\frac{x^{2}}{16} + \frac{y^{2}}{25} = 1 উপবৃত্তটির ক্ষেত্রফল কত বর্গ একক?,16\pi,20\pi,25\pi,400\pi,16\pi,20\pi,25\pi,400\pi,b
\int \frac{dx}{\sqrt{3 - 4x^{2}}} = ?,\int \frac{dx}{\sqrt{3 - 4x^{2}}} = কত?,sin^{-1} \frac{2x}{\sqrt{3}} + c,\frac{1}{2}sin^{-1} \frac{2x}{\sqrt{3}} + c,2sin^{-1} \frac{2x}{\sqrt{3}} + c,\frac{1}{2} sin^{-1} \frac{\sqrt{3x}}{2} + c,sin^{-1} \frac{2x}{\sqrt{3}} + c,\frac{1}{2}sin^{-1} \frac{2x}{\sqrt{3}} + c,2sin^{-1} \frac{2x}{\sqrt{3}} + c,\frac{1}{2} sin^{-1} \frac{\sqrt{3x}}{2} + c,b
"f(x) = cotx, g(x) = cosec^{2}x
 
 \int f(x) dx = ?","f(x) = cotx, g(x) = cosec^{2}x
 
 \int f(x) dx = কত?",cosec^{2}x + c,- cosec^{2}x + c,ln |cosecx| + c,ln (sinx) + c,cosec^{2}x + c,- cosec^{2}x + c,ln |cosecx| + c,ln (sinx) + c,d
"f(x) = cotx, g(x) = cosec^{2}x
 
 i. \int g \left ( \frac{x}{2} \right ) dx = - 2cot \frac{x}{2} + c
 ii. \frac{d}{dx} \left\{ f\left( \frac{\pi}{2} -2x \right) \right\} = 2sec^{2}2x
 iii. \int f(x) g(x) dx = - \frac{1}{2} cot^{2}x + c
 Which one is correct?","f(x) = cotx, g(x) = cosec^{2}x
 
 i. \int g \left ( \frac{x}{2} \right ) dx = - 2cot \frac{x}{2} + c
 ii. \frac{d}{dx} \left\{ f\left( \frac{\pi}{2} -2x \right) \right\} = 2sec^{2}2x
 iii. \int f(x) g(x) dx = - \frac{1}{2} cot^{2}x + c
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",d
"Which is the cofactor of (2, 1)th element of the determinant \begin{vmatrix} 1 & -2 & 0 \\ 2 & 0 & -3 \\ 3 & 0 & 4 \end{vmatrix}?","\begin{vmatrix} 1 & -2 & 0 \\ 2 & 0 & -3 \\ 3 & 0 & 4 \end{vmatrix} নির্ণায়কটির (2, 1) তম ভুক্তির সহগুণক কোনটি?",\text{-17},\text{-8},8,17,\text{-17},\text{-8},8,17,c
Which is the order of AB if A = \begin{bmatrix} 2 & 4 & 6 \\ 4 & 6 & 8 \end{bmatrix} and B = \begin{bmatrix} 6 \\7 \\ 8 \end{bmatrix}?,A = \begin{bmatrix} 2 & 4 & 6 \\ 4 & 6 & 8 \end{bmatrix} এবং B = \begin{bmatrix} 6 \\7 \\ 8 \end{bmatrix} হলে AB-এর ক্রম কত?,2 \times 1,1 \times 2,3 \times 1,1 \times 3,2 \times 1,1 \times 2,3 \times 1,1 \times 3,a
"If C = \begin{bmatrix} -1 & 2 \\ 3 & -4 \end{bmatrix}, C^{-1} = What?",C = \begin{bmatrix} -1 & 2 \\ 3 & -4 \end{bmatrix} হলে C^{-1} = কত?,- \frac{1}{2} \begin{bmatrix} -4 & 3 \\ 2 & -1 \end{bmatrix},- \frac{1}{2} \begin{bmatrix} 4 & -2 \\ -3 & 1 \end{bmatrix},\frac{1}{2} \begin{bmatrix} 4 & 2 \\ 3 & 1 \end{bmatrix},\frac{1}{2} \begin{bmatrix} 4 & 3 \\ 2 & 1 \end{bmatrix},- \frac{1}{2} \begin{bmatrix} -4 & 3 \\ 2 & -1 \end{bmatrix},- \frac{1}{2} \begin{bmatrix} 4 & -2 \\ -3 & 1 \end{bmatrix},\frac{1}{2} \begin{bmatrix} 4 & 2 \\ 3 & 1 \end{bmatrix},\frac{1}{2} \begin{bmatrix} 4 & 3 \\ 2 & 1 \end{bmatrix},c
"\begin{bmatrix} 5 & 0 & 0 \\ 0 & 10 & 0 \\ 0 & 0 & 20 \end{bmatrix} is-
 i. diagonal matrix
 ii. symmetric matrix
 iii. scalar matrix
 Which one is correct?","\begin{bmatrix} 5 & 0 & 0 \\ 0 & 10 & 0 \\ 0 & 0 & 20 \end{bmatrix} একটি-
 i. কর্ণ ম্যাট্রিক্স
 ii. প্রতিসম ম্যাট্রিক্স
 iii. স্কেলার ম্যাট্রিক্স
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",a
"What is the value of x if (1, 2)th minor is 8 of \begin{bmatrix} 1 & 2 & 3 \\ 4 & 5 & -8 \\ -5 & 6 & x \end{bmatrix}?","\begin{bmatrix} 1 & 2 & 3 \\ 4 & 5 & -8 \\ -5 & 6 & x \end{bmatrix}-এর (1, 2) তম অনুরাশি 8 হলে x-এর মান কত?",\text{-8},\text{-5},12,13,\text{-8},\text{-5},12,13,c
