English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"8x^{2} + 3y^{2} = 1 is an equation of ellipse.
 
 Which is the coordinates of vertices of the ellipse?","8x^{2} + 3y^{2} = 1 একটি উপবৃত্তের সমীকরণ।
 
 উপবৃত্তটির শীর্ষবিন্দুর স্থানাঙ্ক নিচের কোনটি?","\left ( 0, \pm \frac{1}{\sqrt{3}} \right )","\left ( \pm \frac{1}{\sqrt{3}}, 0 \right )","\left ( 0, \pm \frac{2}{\sqrt{3}} \right )","\left ( \pm \frac{2}{\sqrt{3}}, 0 \right )","\left ( 0, \pm \frac{1}{\sqrt{3}} \right )","\left ( \pm \frac{1}{\sqrt{3}}, 0 \right )","\left ( 0, \pm \frac{2}{\sqrt{3}} \right )","\left ( \pm \frac{2}{\sqrt{3}}, 0 \right )",a
What is the distance between two foci of the hyperbola x^{2} - y^{2} = 18?,x^{2} - y^{2} = 18 অধিবৃত্তের ফোকাসদ্বয়ের মধ্যবর্তী দূরত্ব কত?,6,12,16,18,6,12,16,18,b
What is the value of resultant when two forces of magnitude 3P and 5P acts perpendicularly to each other?,3P ও 5P মানের দুইটি বল পরস্পর লম্বভাবে ক্রিয়া করে। তাদের লব্ধির মান কত?,3P,2\sqrt{2}P,\sqrt{34}P,\sqrt{43}P,3P,2\sqrt{2}P,\sqrt{34}P,\sqrt{43}P,c
"If two equals forces of size \sqrt{5} units and having an angle between the forces 120\degree act from the same point, then-
 i. the resultant is \sqrt{5} units
 ii. resultant makes an angle 60\degree with the force of \sqrt{5} units
 iii. resultant is less than the sum of the forces
 Which one is correct?","যদি \sqrt{5} এককের দুইটি সমান বল 120\degree কোণে এক বিন্দুতে কাজ করে, তাহলে
 i. তাদের লব্ধি \sqrt{5} একক
 ii. \sqrt{5} একক বলের সাথে লব্ধি 60\degree কোণ উৎপন্ন করে
 iii. লব্ধি বলদ্বয়ের যোগফল অপেক্ষা ছোট
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
"Three forces P, \sqrt{3}P, P acting at a point in equilibrium, then what is the angle between P and \sqrt{3}P?","P, \sqrt{3}P, P বল তিনটি সাম্যবস্থায় আছে। P ও \sqrt{3}P বলের মধ্যবর্তী কোণ কত?",90\degree,120\degree,130\degree,150\degree,90\degree,120\degree,130\degree,150\degree,d
If a cricket ball is striked by a bat with velocity 20 metre/second inclined at an angle 60\degree from the ground. What will be the time of flight of the ball?,একজন ক্রিকেটার একটি ক্রিকেট বলকে আনুভূমিকের সাথে 60\degree কোণে 20 মিটার/সে. বেগে আঘাত করলে বলটির বিচরণকাল কত?,\frac{10}{g} sec,\frac{10\sqrt{3}}{g} sec,\frac{20}{g} sec,\frac{20\sqrt{3}}{g} sec,\frac{10}{g} সে.,\frac{10\sqrt{3}}{g} সে.,\frac{20}{g} সে.,\frac{20\sqrt{3}}{g} সে.,d
A body is projected with initial velocity 19.6 metre/second inclined at an angle 45\degree to the horizon. What will be the greatest height it will reach?,19.6 মিটার/সে. আদিবেগে ভূমির সাথে 45\degree কোণে একটি বস্তুকণা শূন্যে নিক্ষেপ করা হলে সর্বাধিক কত মিটার উচ্চতায় উঠবে?,9.8 metres,11.025 metress,10 metres,12 metres,9.8 মিটার,11.025 মিটার,10 মিটার,12 মিটার,a
"If a projectile is projected with velocity 30 metre/second and horizontal range is 60 metres, then what will be the angle of projection?",30 মিটার\সেকেন্ড বেগে নিক্ষিপ্ত প্রক্ষেপকের পাল্লা 60 মিটার হলে নিক্ষেপণ কোণ কত হবে?,20.39\degree,25\degree,30\degree,32.35\degree,20.39\degree,25\degree,30\degree,32.35\degree,a
Which is the argument of - 1 + i?,- 1 + i এর আর্গুমেন্ট কত?,\frac{\pi}{4},- \frac{\pi}{4},\frac{3\pi}{4},\frac{5\pi}{4},\frac{\pi}{4},- \frac{\pi}{4},\frac{3\pi}{4},\frac{5\pi}{4},c
"If x = \frac{1}{2} (-1 + \sqrt{3}) and y = \frac{1}{2} (-1 - \sqrt{-3}), what is the value of 1 - x - y + xy?",x = \frac{1}{2} (-1 + \sqrt{3}) এবং y = \frac{1}{2} (-1 - \sqrt{-3}) হলে 1 - x - y + xy? এর মান কত?,-2,2,3,-3,-2,2,3,-3,c
What is the square root of 8 + 4\sqrt{5} i?,8 + 4\sqrt{5} i এর বর্গমূল কোনটি?,\pm (3 - 2i),\pm (\sqrt{10} - \sqrt{2i}),\pm (\sqrt{10} + \sqrt{2i}),\pm (3 + 2i),\pm (3 - 2i),\pm (\sqrt{10} - \sqrt{2i}),\pm (\sqrt{10} + \sqrt{2i}),\pm (3 + 2i),c
Which is the quadratic equation of the following whose one root is \sqrt{-5} - 1?,\sqrt{-5} - 1 মূলবিশিষ্ট দ্বিঘাত সমীকরণ নিচের কোনটি?,x^{2} + 2x + 6 = 0,x^{2} + x + 3 = 0,x^{2} + 2x - 6 = 0,x^{2} + x - 3 = 0,x^{2} + 2x + 6 = 0,x^{2} + x + 3 = 0,x^{2} + 2x - 6 = 0,x^{2} + x - 3 = 0,a
For what values of p the roots of the equation x^{2} + px + 1 = 0 will be complex?,p এর কীরূপ মানের জন্য x^{2} + px + 1 = 0 সমীকরণের মূলদ্বয় জটিল হবে?,- 2 \leq p \leq 2,- 4 < p \leq 4,- 2 < p < 2,- 4 \leq p < 4,- 2 \leq p \leq 2,- 4 < p \leq 4,- 2 < p < 2,- 4 \leq p < 4,c
"If \alpha, \beta, \gamma are the roots of the equation 3x^{3} - 1 = 0, then what is the value of \alpha^{3} + \beta^{3} + \gamma^{3} ?","3x^{3} - 1 = 0 সমীকরণের মূলগুলো \alpha, \beta, \gamma হলে \alpha^{3} + \beta^{3} + \gamma^{3} এর মান কত?",-1,1,-3,3,-1,1,-3,3,b
"The equation of x^{2} - 2x + 4 = 0-
 i. sum of the roots is 3
 ii. product of the roots is 4
 iii. roots are complex
 Which one is correct?","x^{2} - 2x + 4 = 0 সমীকরণটির-
 i. মূলদ্বয়ের যোগফল = 3
 ii. মূলদ্বয়ের গুণফল = 4
 iii. মূলগুলো জটিল সংখ্যা
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",b
Which is the value of tan \left ( tan^{-1} \frac{1}{3} + tan^{-1} \frac{1}{2} \right )?,tan \left ( tan^{-1} \frac{1}{3} + tan^{-1} \frac{1}{2} \right )এর মান কত?,2,1,3,5,2,1,3,5,b
"What is the value of x, if tan(cos^{-1}x) = sin(tan^{-1}2)?",tan(cos^{-1}x) = sin(tan^{-1}2) হলে x এর মান কত?,\frac{\sqrt{5}}{3},\frac{\sqrt{3}}{2},\frac{1}{\sqrt{3}},\frac{3}{\sqrt{5}},\frac{\sqrt{5}}{3},\frac{\sqrt{3}}{2},\frac{1}{\sqrt{3}},\frac{3}{\sqrt{5}},a
"What is the value of arc tan \left \{ sin \left ( arc\, cos \frac{\sqrt{2}}{\sqrt{3}} \right ) \right \}?","arc tan \left \{ sin \left ( arc\, cos \frac{\sqrt{2}}{\sqrt{3}} \right ) \right \} এর মান কত?",\frac{\pi}{2},\frac{\pi}{3},\frac{\pi}{4},\frac{\pi}{6},\frac{\pi}{2},\frac{\pi}{3},\frac{\pi}{4},\frac{\pi}{6},d
"What is the general solution of the equation cos3\theta = \frac{1}{2}, n is an integer number?",n একটি পূর্ণসংখ্যা হলে cos3\theta = \frac{1}{2} সমীকরণের সাধারণ সমাধান কোনটি?,\frac{2}{3}n\pi - \frac{\pi}{9},\frac{2}{3}n\pi + \frac{\pi}{9},n\pi \pm \frac{\pi}{9},\frac{2}{3}n\pi \pm \frac{\pi}{9},\frac{2}{3}n\pi - \frac{\pi}{9},\frac{2}{3}n\pi + \frac{\pi}{9},n\pi \pm \frac{\pi}{9},\frac{2}{3}n\pi \pm \frac{\pi}{9},d
"What is the value of \theta , when cosec\theta + cot\theta = \sqrt{3}? (0 < \theta < 2\pi).",cosec\theta + cot\theta = \sqrt{3}? হলে \theta এর মান কত? (0 < \theta < 2\pi),\frac{\pi}{2},\frac{\pi}{4},\frac{\pi}{3},\frac{\pi}{6},\frac{\pi}{2},\frac{\pi}{4},\frac{\pi}{3},\frac{\pi}{6},c
"f(x) = tanx and g(x) = sin^{-1}x.
 
 What is the value of g(y) + g(\sqrt{1 - y^{2}})?","f(x) = tanx এবং g(x) = sin^{-1}x.
 
 g(y) + g(\sqrt{1 - y^{2}}) এর মান নিচের কোনটি?",\pi,2\pi,\frac{\pi}{2},\frac{\pi}{3},\pi,2\pi,\frac{\pi}{2},\frac{\pi}{3},c
"f(x) = tanx and g(x) = sin^{-1}x.
 
 What is the value of x, if f(x) f(2x) = 1?","f(x) = tanx এবং g(x) = sin^{-1}x.
 
 f(x) f(2x) = 1 হলে x এর মান কত?",n\pi \pm \frac{\pi}{6}; n \epsilon \mathbb{Z},n\pi \pm \frac{\pi}{3}; n \epsilon \mathbb{Z},2n\pi \pm \frac{\pi}{3}; n \epsilon \mathbb{Z},2n\pi \pm \frac{\pi}{6}; n \epsilon \mathbb{Z},n\pi \pm \frac{\pi}{6}; n \epsilon \mathbb{Z},n\pi \pm \frac{\pi}{3}; n \epsilon \mathbb{Z},2n\pi \pm \frac{\pi}{3}; n \epsilon \mathbb{Z},2n\pi \pm \frac{\pi}{6}; n \epsilon \mathbb{Z},a
"If the line y = 2x + c touches the parabola y^{2} = 8x, then what is the value of c?",y = 2x + c রেখাটি y^{2} = 8x পরাবৃত্তকে স্পর্শ করলে c এর মান কত?,1,2,4,8,1,2,4,8,a
"y^{2} + 2x - 2 = 0 is a conic.
 
 Which is the co-ordinate of vertex?","y^{2} + 2x - 2 = 0 একটি কণিক।
 
 শীর্ষবিন্দুর স্থানাঙ্ক কোনটি?","(-1, 0)","\left ( \frac{1}{2}, 0 \right )","\left ( \frac{1}{2}, 0 \right )","(1, 0)","(-1, 0)","\left ( \frac{1}{2}, 0 \right )","\left ( \frac{1}{2}, 0 \right )","(1, 0)",d
"y^{2} + 2x - 2 = 0 is a conic.
 
 Which is the equation of directrix?","y^{2} + 2x - 2 = 0 একটি কণিক।
 
 নিয়ামক রেখার সমীকরণ কোনটি?",2x - 1 = 0,2x - 3 = 0,2x + 1 = 0,2x + 3 = 0,2x - 1 = 0,2x - 3 = 0,2x + 1 = 0,2x + 3 = 0,b
"For ellipse 2x^{2} + 3y^{2} = 6-
 i. length of major axis is 2\sqrt{3} units
 ii. lenght of minor axis is 2\sqrt{2} units
 iii. length of latus rectum is 4\sqrt{3} units
 Which one is correct?","2x^{2} + 3y^{2} = 6 কণিকের-
 i. বৃহদাক্ষের দৈর্ঘ্য 2\sqrt{3} একক
 ii. ক্ষুদ্রতম অক্ষের দৈর্ঘ্য 2\sqrt{2} একক
 iii. উপকেন্দ্রিক লম্বের দৈর্ঘ্য 4\sqrt{3}
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
The equation 2x^{2} + 3y^{2} - 4x - 12y + 8 = 0 is-,2x^{2} + 3y^{2} - 4x - 12y + 8 = 0 সমীকরণটি-,circle,Parabola,hyperbola,Ellipse,বৃত্তের,পরাবৃত্তের,অধিবৃত্তের,উপবৃত্তের,d
A conic has eccentricity \sqrt{2}. The conic is-,একটি কণিকের উৎকেন্দ্রিকতা \sqrt{2} । কণিকটি একটি-,circle,ellipse,hyperbola,parabola,বৃত্ত,উপবৃত্ত,অধিবৃত্ত,পরাবৃত্ত,c
Which one of the following is the eccentricity of the conic \frac{y^{2}}{2} - \frac{x^{2}}{3} = 1?,\frac{y^{2}}{2} - \frac{x^{2}}{3} = 1 কণিকের উৎকেন্দ্রিকতা নিচের কোনটি?,\sqrt{\frac{5}{2}},\sqrt{\frac{2}{3}},\sqrt{\frac{5}{3}},\sqrt{\frac{3}{2}},\sqrt{\frac{5}{2}},\sqrt{\frac{2}{3}},\sqrt{\frac{5}{3}},\sqrt{\frac{3}{2}},a
Which of the following is correct?,নিচের কোনটি সঠিক?,cos^{-1} \frac{4}{5} = tan^{-1} \frac{5}{4},cos^{-1} \frac{4}{5} = sin^{-1} \frac{3}{5},cos^{-1} \frac{4}{5} = cosec^{-1} \frac{3}{5},cos^{-1} \frac{4}{5} = tan^{-1} \frac{4}{3},cos^{-1} \frac{4}{5} = tan^{-1} \frac{5}{4},cos^{-1} \frac{4}{5} = sin^{-1} \frac{3}{5},cos^{-1} \frac{4}{5} = cosec^{-1} \frac{3}{5},cos^{-1} \frac{4}{5} = tan^{-1} \frac{4}{3},b
What is the value of tan^{2} \left ( cos^{-1} \frac{\sqrt{3}}{2} \right ) ?,tan^{2} \left ( cos^{-1} \frac{\sqrt{3}}{2} \right ) এর মান কত?,\frac{\sqrt{3}}{2},\frac{2}{\sqrt{3}},\frac{1}{\sqrt{3}},\frac{1}{3},\frac{\sqrt{3}}{2},\frac{2}{\sqrt{3}},\frac{1}{\sqrt{3}},\frac{1}{3},d
"i. tan^{-1}x + cot^{-1}x = \pi
 ii. tan^{-1} \frac{x}{\sqrt{1-x^{2}} = sec^{-1} \frac{1}{\sqrt{1 - x^{2}}
 iii. cos^{-1}x + cos^{-1}y = cos^{-1} \{xy - \sqrt{(1 - y^{2})(1 - x^{2})}\}
 Which one is correct?","i. tan^{-1}x + cot^{-1}x = \pi
 ii. tan^{-1} \frac{x}{\sqrt{1-x^{2}} = sec^{-1} \frac{1}{\sqrt{1 - x^{2}}
 iii. cos^{-1}x + cos^{-1}y = cos^{-1} \{xy - \sqrt{(1 - y^{2})(1 - x^{2})}\}
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",c
"If sin\theta = \frac{\sqrt{3}}{2}, then what is \theta?","sin\theta = \frac{\sqrt{3}}{2} হলে, \theta = কত?",n\pi + (-1)^{n} \frac{\pi}{6}; n \epsilon \mathbb{Z},2n\pi + (-1)^{n} \frac{\pi}{6}; n \epsilon \mathbb{Z},n\pi + (-1)^{n} \frac{\pi}{3}; n \epsilon \mathbb{Z},2n\pi + (-1)^{n} \frac{\pi}{3}; n \epsilon \mathbb{Z},n\pi + (-1)^{n} \frac{\pi}{6}; n \epsilon \mathbb{Z},2n\pi + (-1)^{n} \frac{\pi}{6}; n \epsilon \mathbb{Z},n\pi + (-1)^{n} \frac{\pi}{3}; n \epsilon \mathbb{Z},2n\pi + (-1)^{n} \frac{\pi}{3}; n \epsilon \mathbb{Z},c
"If cos\theta = \frac{1}{\sqrt{2}}, then what is \theta?","cos\theta = \frac{1}{\sqrt{2}}, হলে \theta = কত?",2n\pi + \frac{\pi}{4} ; n \epsilon \mathbb{Z},2n\pi \pm \frac{\pi}{4} ; n \epsilon \mathbb{Z},2n\pi - \frac{\pi}{4} ; n \epsilon \mathbb{Z},n\pi \pm \frac{\pi}{4} ; n \epsilon \mathbb{Z},2n\pi + \frac{\pi}{4} ; n \epsilon \mathbb{Z},2n\pi \pm \frac{\pi}{4} ; n \epsilon \mathbb{Z},2n\pi - \frac{\pi}{4} ; n \epsilon \mathbb{Z},n\pi \pm \frac{\pi}{4} ; n \epsilon \mathbb{Z},b
For what value of a the roots of the equation ax^{2} - x + 4 = 0 are equal?,a এর কোন মানের জন্য ax^{2} - x + 4 = 0 সমীকরণের মূলদ্বয় সমান হবে?,\frac{1}{16},- \frac{1}{16},\frac{1}{4},- \frac{1}{4},\frac{1}{16},- \frac{1}{16},\frac{1}{4},- \frac{1}{4},a
"P and Q are two forces.
 
 What is the angle between the forces in case of minimum value of the resultant?","P ও Q দুইটি বল।
 
 ক্ষুদ্রতম লব্ধির ক্ষেত্রে বলদ্বয়ের মধ্যবর্তী কোণ কত?",0\degree,90\degree,120\degree,180\degree,0\degree,90\degree,120\degree,180\degree,d
"P and Q are two forces.
 
 What is the maximum value of the resultant?","P ও Q দুইটি বল।
 
 বলদ্বয়ের বৃহত্তম লব্ধি কত?",P^{2} + Q^{2},\sqrt{P^{2} + Q^{2}},P - Q,P + Q,P^{2} + Q^{2},\sqrt{P^{2} + Q^{2}},P - Q,P + Q,b
"If one root of the equation x^{2} - 2x - 3 = 0 is 3, then what is the other root?",x^{2} - 2x - 3 = 0 সমীকরণের একটি মূল 3 হলে অপর মূল কোনটি?,-1,-2,-3,-5,-1,-2,-3,-5,a
"Three equal forces act at a point. If they are in equilibrium, then what is the angle between them?","এক বিন্দুতে ক্রিয়ারত তিনটি সমান বল সাম্যবস্থা সৃষ্টি করলে, এদের মধ্যবর্তী কোণ কোনটি?",180\degree,120\degree,90\degree,60\degree,180\degree,120\degree,90\degree,60\degree,b
What is the sum of roots of the equation 3x^{2} - 9x - 5 = 0?,3x^{2} - 9x - 5 = 0 সমীকরণের মূলদ্বয়ের যোগফল কত?,-9,\frac{-5}{3},\frac{5}{3},3,-9,\frac{-5}{3},\frac{5}{3},3,d
"Root of the equation x^{2} + 3x - 4 = 0 are-
 i. equal
 ii. real and unequal
 iii. rational
 Which one is correct?","x^{2} + 3x - 4 = 0 সমীকরণের মূলদ্বয়-
 i. সমান
 ii. বাস্তব ও অসমান
 iii. মূলদ
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",c
Which one is the parametric co-ordinate of the parabola y^{2} = 4ax?,y^{2} = 4ax পরাবৃত্তের পরামিতিক স্থানাঙ্ক কোনটি?,"(at^{2}, 2at)","(-at^{2}, 2at)","(2at, at^{2})","(-2at, at^{2})","(at^{2}, 2at)","(-at^{2}, 2at)","(2at, at^{2})","(-2at, at^{2})",a
Which one of the following is the quadratic equation of root 2 + 3i?,2 + 3i মূলবিশিষ্ট দ্বিঘাত সমীকরণ নিচের কোনটি?,x^{2} + 4x + 13 = 0,x^{2} - 4x + 13 = 0,x^{2} + 4x - 13 = 0,x^{2} - 4x - 13 = 0,x^{2} + 4x + 13 = 0,x^{2} - 4x + 13 = 0,x^{2} + 4x - 13 = 0,x^{2} - 4x - 13 = 0,b
"If \alpha, \beta, \gamma are roots of the equation 2x^{3} - 4x^{2} + 6x + 1 = 0, then what is the value of \Sigma \alpha \beta?","2x^{3} - 4x^{2} + 6x + 1 = 0 সমীকরণের মূলগুলো \alpha, \beta, \gamma হলে \Sigma \alpha \beta এর মান কোনটি?",2,3,4,6,2,3,4,6,d
Which of the following is the limit of principal value of sin^{-1}x?,sin^{-1}x এর মুখ্যমানের সীমা নিচের কোনটি?,"\left ( - \frac{\pi}{2}, \frac{\pi}{2} \right ]","\left [ - \frac{\pi}{2}, \frac{\pi}{2} \right )","\left [ - \frac{\pi}{2}, \frac{\pi}{2} \right ]","\left ( - \frac{\pi}{2}, \frac{\pi}{2} \right )","\left ( - \frac{\pi}{2}, \frac{\pi}{2} \right ]","\left [ - \frac{\pi}{2}, \frac{\pi}{2} \right )","\left [ - \frac{\pi}{2}, \frac{\pi}{2} \right ]","\left ( - \frac{\pi}{2}, \frac{\pi}{2} \right )",c
"If 2tan^{-1}\sqrt{2} = \theta, then-
 i. tan\frac{\theta}{2} = \sqrt{2}
 ii. cot\theta = - \frac{1}{2\sqrt{2}}
 iii. sin\theta = \frac{2\sqrt{2}}{3}
 Which one is correct?","2tan^{-1}\sqrt{2} = \theta হলে-
 i. tan\frac{\theta}{2} = \sqrt{2}
 ii. cot\theta = - \frac{1}{2\sqrt{2}}
 iii. sin\theta = \frac{2\sqrt{2}}{3}
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",d
Two forces 5N and 7N acting at a point in opposite direction. Which direction of the resultant of two forces acting?,5N ও 7N মানের দুইটি বল পরস্পর বিপরীত দিকে ক্রিয়াশীল। এদের লব্ধি কোন দিকে ক্রিয়া করবে?,The action of force is at parallel with 7N,The action of force is at parallel with 7N,The action of force is at perpendicular with 5N,The action of force is the line of 5N,7N বলের ক্রিয়ারেখার সাথে লম্ব বরাবর,7N বলের ক্রিয়ারেখার সমান্তরাল বরাবর,5N বলের ক্রিয়ারেখার সাথে লম্ব বরাবর,5N বলের ক্রিয়ারেখা বরাবর,b
The equation of the directrix of the hyperbola \frac{y^{2}}{4} - \frac{x^{2}}{16} = 1 -,\frac{y^{2}}{4} - \frac{x^{2}}{16} = 1 অধিবৃত্তের নিয়ামক রেখার সমীকরণ-,\sqrt{5}x = \pm 4,\sqrt{5}x = \pm 2,\sqrt{5}y = \pm 2,\sqrt{5}y = \pm 4,\sqrt{5}x = \pm 4,\sqrt{5}x = \pm 2,\sqrt{5}y = \pm 2,\sqrt{5}y = \pm 4,c
"If x = sincos^{-1}y, what is the value of x^{2} + y^{2}?","x = sincos^{-1}y হলে, x^{2} + y^{2} এর মান হবে-",\pi,1,-1,0,\pi,1,-1,0,b
"\alpha and \beta are the roots of the equation 7x^{2} - 5x - 3 = 0.
 
 Which is the value of \Sigma \alpha^{2} = ?","7x^{2} - 5x - 3 = 0 সমীকরণের মূলদ্বয় \alpha ও \beta ।
 
 \Sigma \alpha^{2} এর মান কোনটি?",\frac{67}{49},\frac{11}{7},\frac{-59}{49},\frac{-17}{49},\frac{67}{49},\frac{11}{7},\frac{-59}{49},\frac{-17}{49},a
"\alpha and \beta are the roots of the equation 7x^{2} - 5x - 3 = 0.
 
 Which is the equation of the roots \alpha + \beta and \alpha\beta?","7x^{2} - 5x - 3 = 0 সমীকরণের মূলদ্বয় \alpha ও \beta ।
 
 \alpha + \beta ও \alpha\beta মূলবিশিষ্ট সমীকরণ কোনটি?",49x^{2} - 56x - 15 = 0,49x^{2} - 56x + 15 = 0,49x^{2} - 14x - 15 = 0,49x^{2} - 14x + 15 = 0,49x^{2} - 56x - 15 = 0,49x^{2} - 56x + 15 = 0,49x^{2} - 14x - 15 = 0,49x^{2} - 14x + 15 = 0,c
"If the square resultant of the two equal forces is the product of that two forces, what is the angle between the forces?","সমমানের দুটি বলদ্বয়ের লব্ধির বর্গ, বলদ্বয়ের গুণফলের সমান হলে উহাদের মধ্যবর্তী কোণ কত?",\frac{\pi}{3},\frac{2\pi}{3},\frac{-2\pi}{3},\frac{-\pi}{3},\frac{\pi}{3},\frac{2\pi}{3},\frac{-2\pi}{3},\frac{-\pi}{3},b
Which is the equation of directrix of y^{2} = - x?,y^{2} = - x এর দিকাক্ষের সমীকরণ কোনটি?,4x - 1 = 0,4x + 1 = 0,4y - 1 = 0,4y + 1 = 0,4x - 1 = 0,4x + 1 = 0,4y - 1 = 0,4y + 1 = 0,a
"With the help of 9N force is acting equilibrium in 60\degree two same forces acting in a point, what is the same force?",কোনো বিন্দুতে 60\degree কোণে ক্রিয়ারত দুটি সমান বলকে একই বিন্দুতে ক্রিয়ারত 9N বলের সাহায্যে সাম্যবস্থায় রাখলে সমান বল কত?,\sqrt{3}N,3\sqrt{3}N,3N,9N,\sqrt{3}N,3\sqrt{3}N,3N,9N,b
Which is the value of \frac{1}{2}cosec^{-1} \left ( \frac{1 + x^{2}}{2x} \right )?,\frac{1}{2}cosec^{-1} \left ( \frac{1 + x^{2}}{2x} \right )এর মান কোনটি?,2tan^{-1}x,tan^{-1}x,\frac{1}{2}sin^{-1}x,\frac{1}{2}tan^{-1}x,2tan^{-1}x,tan^{-1}x,\frac{1}{2}sin^{-1}x,\frac{1}{2}tan^{-1}x,b
"Which is the equation of the tangent of the parabola y^{2} = 8x at (2, 4)?","(2, 4) বিন্দুতে y^{2} = 8x পরাবৃত্তের স্পর্শকের সমীকরণ কোনটি?",x + y - 2 = 0,x - y - 2 = 0,x - y + 2 = 0,x = 0,x + y - 2 = 0,x - y - 2 = 0,x - y + 2 = 0,x = 0,c
Nature of roots of the equation x^{2} + x + 1 = 0.,x^{2} + x + 1 = 0 সমীকরণের মুলগুলোর প্রকৃতি-,real and equal,real and unequal,Imaginary and unequal,Imaginary and equal,বাস্তব ও সমান,বাস্তব ও অসমান,অবাস্তব ও অসমান,অবাস্তব ও সমান,c
Which one is the length of transverse axis of the hyperbola \frac{y^{2}}{2} - \frac{x^{2}}{3} = 1?,\frac{y^{2}}{2} - \frac{x^{2}}{3} = 1 অধিবৃত্তের আড় অক্ষের দৈর্ঘ্য কোনটি?,6 unit,4 unit,2\sqrt{3} unit,2\sqrt{2} unit,6,4,2\sqrt{3},2\sqrt{2},d
What is the value of tan \left ( sin^{-1}\frac{1}{2} \right )?,tan \left ( sin^{-1}\frac{1}{2} \right ) এর মান কত?,\sqrt{3},\frac{1}{\sqrt{3}},- \sqrt{3},- \frac{1}{\sqrt{3}},\sqrt{3},\frac{1}{\sqrt{3}},- \sqrt{3},- \frac{1}{\sqrt{3}},b
"The equation is: 25x^{2} + y^{2} = 25
 
 i. Co-ordinate of centre (0, 0)
 ii. Length of the latus rectum \frac{5}{2}
 iii. Length of the major axis 10
 Which one is correct?","25x^{2} + y^{2} = 25
 
 i. কেন্দ্রের স্থানাঙ্ক (0, 0)
 ii. উপকেন্দ্রিক লম্বের দৈর্ঘ্য \frac{5}{2}
 iii. বৃহৎ অক্ষের দৈর্ঘ্য 10
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",c
"The equation is: 25x^{2} + y^{2} = 25
 
 What is the co-ordinate of focus?","25x^{2} + y^{2} = 25
 
 উপকেন্দ্রের স্থানাঙ্ক কোনটি?","(0, \pm 2\sqrt{6})","\left ( \pm \frac{2\sqrt{6}}{5}, 0 \right )","\left ( \pm \frac{\sqrt{26}}{5}, 0 \right )","(0, \pm \sqrt{26})","(0, \pm 2\sqrt{6})","\left ( \pm \frac{2\sqrt{6}}{5}, 0 \right )","\left ( \pm \frac{\sqrt{26}}{5}, 0 \right )","(0, \pm \sqrt{26})",a
In which the equation of the root is -i+2?,-i+2 মূলবিশিষ্ট সমীকরণ কোনটি?,x^{2} - 4x + 3 = 0,x^{2} + 4x + 3 = 0,x^{2} + 4x + 5 = 0,x^{2} - 4x + 5 = 0,x^{2} - 4x + 3 = 0,x^{2} + 4x + 3 = 0,x^{2} + 4x + 5 = 0,x^{2} - 4x + 5 = 0,d
"When \theta = (2n + 1) \frac{\pi}{2}, n \epsilon \mathbb{Z} and prove-","\theta = (2n + 1) \frac{\pi}{2}, n \epsilon \mathbb{Z} হবে যখন-",cos\theta = 0,sin\theta = 0,cos\theta = 1,sin\theta = 1,cos\theta = 0,sin\theta = 0,cos\theta = 1,sin\theta = 1,a
Which one is the length of latus rectum of 9x^{2} + 4y^{2} = 36?,9x^{2} + 4y^{2} = 36 এর উপকেন্দ্রিক লম্বের দৈর্ঘ্য কোনটি?,3,9,\frac{3}{8},\frac{8}{3},3,9,\frac{3}{8},\frac{8}{3},d
What is the value of \frac{\pi}{4} + tan^{-1}2 + tan^{-1}3?,\frac{\pi}{4} + tan^{-1}2 + tan^{-1}3 এর মান-,- \frac{\pi}{2},\frac{\pi}{4},\frac{\pi}{2},0,- \frac{\pi}{2},\frac{\pi}{4},\frac{\pi}{2},0,d
If 3 is the one root of x^{2} - 4x + k = 0 then what is the value of others?,x^{2} - 4x + k = 0 সমীকরণের একটি মূল 3 হলে অন্যটি-,1,3,-3,-4,1,3,-3,-4,a
